6ee86c5f533a	0.4359680078010564	0.4816793490457147	-0.0
97527f8a533a	0.39255454495874315	0.24429215456796613	-0.0
8bf866a85e02	0.0	0.0	-2.3308061821219717
6d664e1c65b0533a	0.0	0.0	-5.939285714285715
66065c715e02	0.0	0.0	-0.787750626566416
7f576e56533a	0.0	0.0	-0.5333333333333333
83b290fd533a	0.04335999747276291	0.3541851850858441	-0.0
957f6c9953bf	0.0	0.0	-0.3666666666666667
8def5357533a	0.5074457828668226	0.1641110279626267	-0.0
9f13697c533a	0.0	0.0	-4.682539682539682
798f7530533a	0.0	0.0	-5.050000000000001
6daa9675533a	0.18821830679287355	0.08224624885596328	-0.0
5d4a5dde5e02	0.0	0.0	-24.391605616605606
957f517453bf	0.0	0.0	-10.018639649188849
6c3857ce5e02	0.0	0.0	-0.6000000000000001
767d4e91533a	0.0	0.0	-0.2
68504e615e02	0.0	0.0	-7.998448773448773
6e5691cc533a	0.07659954289195198	0.9199509572953556	-0.10950688806594129
53575c71533a	0.0	0.0	-7.712745098039216
897f5c97533a	0.6118901140624353	0.1344914516503484	-0.0
97525c71533a	0.43276997999966027	0.23660571793351876	-0.0
79b95dde5e02	0.0	0.0	-0.7666666666666667
77f3666f5c71533a	0.0	0.0	-0.25
6d776dc0533a	0.0	1.1920929665620903e-07	-0.916666596088698
836362105e02	0.0	0.0	-5.049590590288264
4ed968435e02	0.0	0.0	-8.740519369803257
4ec160005e02	0.0	0.0	-2.7333333333333334
897f57ce533a	0.0	0.0	-2.707399033714823
90b95e735e02	0.0	0.0	-0.6818181818181818
7ea28c376ee9533a	0.0	0.0	-0.5666666666666667
4e1c53f05e02	0.0	0.0	-0.3666666666666667
6e295cad5e02	0.0	0.0	-4.11979797979798
91d151e4533a	0.010580063496831865	0.7054714384956026	-0.0
76f857ce533a	0.4112441784885036	0.47718098623639266	-0.0
6c38662553bf	0.19611580348705074	0.4045449140396663	-0.0
5f906c47533a	0.0	0.0	-2.2777777777777777
59498d24533a	0.22901035720171672	0.14288980620442665	-0.0
5bcc9633533a	0.5630563833151092	0.11484772651479998	-0.0
5f205bb66e2f5e02	0.0	0.0	-1.8143790849673203
6c99576a575d533a	0.37098976200757994	0.20014150143513093	-0.0
592751b65e02	0.0	0.0	-1.1602564102564101
80a5897f53bf	0.0	0.0	-0.34090909090909094
97595b89533a	0.7932941790398466	0.06079191331815203	-0.0
67686d66533a	0.0	0.0	-0.8984126984126983
4f5959da5e02	0.0	0.0	-1.771212121212121
957f5b89533a	0.6136863597444511	0.11999274015383364	-0.0
84275c71533a	0.32374705813807597	0.33805467713205084	-0.0
798f6e055e02	0.0	0.0	-4.859649122807018
90b35dde5e02	0.0	0.0	-3.051190476190477
65b057ce533a	0.23865307799894084	0.7501441687431436	-0.0
5e738c37533a	0.07190484237103714	0.41645851233354286	-0.0
6d775b895e02	0.42345276018695593	0.2194377314709265	-0.0
53f06c5f533a	0.0	0.0	-0.6742424242424243
5b5d5357533a	0.2592938696917218	0.29625292398052955	-0.0
4e305357533a	0.5477184979747831	0.06111693746548518	-0.0
91d14e1c533a	0.43639251210644914	0.37856819501925676	-0.0
53056cb3533a	0.0	0.0	-0.41666666666666663
9ec45c9b533a	0.0	0.0	-5.309523809523809
62c984287ecf6d4e6280672f5f0053d1533a	0.0	4.768371866248361e-07	-0.23999988555907523
8bf857ce5e02	0.0	0.0	-0.47777777777777775
53174ed1533a	0.3810091841822376	0.4509711534363719	-0.0
5982768b5e02	0.0	0.0	-0.5
5d07660e533a	0.0	1.9073487464993445e-06	-3.373604676458187
829984c9533a	0.6370910785848545	0.019756795153426834	-0.0
600067d4533a	0.0	0.0	-0.25
82cf5dde5de54e1a56ed533a	0.0	0.0	-5.8385905488846666
867953e3533a	0.08801997232556179	0.16205365431628552	-0.0
5b9d5b89533a	0.0	0.0	-4.916666666666667
-	0.0	0.0	-4.257575757575758
901a5dde533a	0.0	0.0	-1.8166666666666667
76d89f99533a	0.65811709511978	0.1489766328916927	-0.0
6d7766d9533a	0.26096417075182027	0.5100801295089799	-0.0
89c25c716e56533a	0.021454216328514596	0.9198343706032258	-0.16363287798394047
54344e2d533a	0.0	0.0	-4.930150867650867
56095b9a533a	0.21524520011217596	0.7692749362751804	-0.2502513452563975
87005c71533a	0.12021274091081267	0.0709558767650054	-0.0
61486eaa5e02	0.0	5.960464832810452e-08	-17.703942223705972
5e38719f5e02	0.0	0.0	-3.9444444444444446
53576e56533a	0.48884746365830084	0.4877190880608015	-0.0
65b05317533a	0.27916868204883827	0.2463944105144984	-0.0
6b664faf533a	0.3504063099864906	0.04017132760115431	-0.0
62f15885533a	0.02511781603800154	0.1672942142065891	-0.0
5b9d5c71533a	0.2989259540394517	0.029026390852116994	-0.0
4efb57ce533a	0.0	0.0	-0.7916666666666666
67a396335e02	0.0	0.0	-0.10591133004926108
6c5f5e72533a	0.07016849936059114	0.7470418064023141	-0.0
65e068e353bf	0.0	0.0	-0.39285714285714285
5de94e495e02	0.0	0.0	-1.0547619047619048
9f995c97533a	0.0	0.0	-2.6666666666666665
76d090fd533a	0.0495305090862816	0.13545233818604577	-0.0
6cad963353bf	0.0	0.0	-1.113690476190476
660c54095e02	0.0	0.0	-0.7833333333333332
5d025c71533a	0.1528704257530228	0.4453631904937739	-0.0
60e05b8953bf	0.0	0.0	-0.3666666666666667
6d775b815e02	0.0	0.0	-39.00224449463581
6cc95c71533a	0.0	5.960464832810452e-07	-0.6666663880317322
4f59676d533a	0.0	0.0	-1.9669772256728777
671d9633533a	0.36208214533818633	0.22579504405230547	-0.0
836596335e02	0.2891545468064873	0.13222254110709078	-0.0
